,num_people,generic_name,event_type,event_location,manufacturer,source,specialty,adverse_event_flag,date_manufacturer_received,date_of_event,date_received,date_report,class,regulation_number
430,1,BRAVO PH CAPSULE,Malfunction,,GIVEN IMAGING LTD.,Manufacturer report,"Gastroenterology, Urology",N,NA,NA,20111030,20111030,1,876.1400
431,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Malfunction,OTHER,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Cardiovascular,N,20111110,20111110,20140113,NA,3,870.3610
432,1,NONE,Injury,,W. L. GORE & ASSOCIATES,Manufacturer report,Unknown,Y,20081024,20080124,20081121,20081121,3,
433,1,ENDOSSEOUS DENTAL IMPLANT,Injury,INVALID DATA,CORE-VENT CORP.,Manufacturer report,Dental,Y,19961007,NA,19961009,19961007,2,872.3640
434,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,Y,20140507,20140503,20140611,NA,3,
435,1,"MESH, SURGICAL, SYNTHETIC, UROGYNECOLOGIC",Injury,,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20140514,NA,20130830,20130816,2,878.3300
436,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20150506,NA,20150528,20150506,2,862.1345
437,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20120228,20110708,20110801,20110708,2,880.5725
438,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,Y,20111129,20111128,20120216,NA,3,870.3680
439,1,GLUCOSE MONITORING SYS/KIT,Malfunction,OTHER,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20090324,NA,20090330,20090324,2,862.1345
440,1,,Malfunction,,SYNTHES GMBH,Manufacturer report,Orthopedic,N,20130820,20130614,20130716,20130620,2,888.3060
441,1,,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20141002,20140802,20141101,20141002,3,
442,1,IMPLANTABLE PULSE GENERATOR,Injury,,GUIDANT,Manufacturer report,Unknown,Y,20130311,20130311,20130412,20130311,3,
443,1,ELECTROSURGICAL CUTTING & COAGULATION DEVICE,Other,,ARTHROCARE CORP,Manufacturer report,"General, Plastic Surgery",Y,20081209,20081030,20081222,20081219,2,878.4400
444,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20141111,20140927,20141022,20140927,2,876.5630
445,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Injury,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20150526,20150526,20150612,20150526,3,
446,1,78FKX,Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20081109,20081109,20081126,20081126,2,876.5630
447,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140812,NA,20140908,20140812,2,868.5440
448,1,"WHEELCHAIR, MECHANICAL",Malfunction,I,INVAMEX,Manufacturer report,Physical Medicine,N,20150818,NA,20150914,20150818,1,890.3850
449,1,"ROD, FIXATION, INTRAMEDULLARY",Malfunction,,SYNTHES BETTLACH,Manufacturer report,Orthopedic,N,20150211,20141205,20150108,20141212,2,888.3020
450,1,CLIP APPLIERS - ENDOSCOPIC,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20020422,20020422,20020520,20020422,1,878.4800
451,1,ADMINISTRATION SET,Malfunction,,COSTA RICA,Manufacturer report,General Hospital,N,20060307,20060301,20060316,20060307,2,880.5440
452,1,"ELECTRODE, PACEMAKER, PERMANENT",Malfunction,,MPRI,Manufacturer report,Cardiovascular,N,20121107,NA,20130209,20121107,3,870.3680
453,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140503,NA,20140510,20140503,2,862.1345
454,1,MESH/ENDOS,Injury,HOSPITAL,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20021009,NA,20021108,20021009,2,878.5010
455,1,,Malfunction,OTHER,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20081216,20081201,20090113,20081216,3,
456,1,PERMANENT PACEMAKER ELECTRODE,Malfunction,,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20140121,20140117,20140307,NA,3,
457,1,IV PUMP/CONTROLLER,Malfunction,,ALARIS,Manufacturer report,General Hospital,N,20010319,20010315,20010409,NA,2,880.5725
458,1,PULSAR COMPRESSED,Injury,,MED-EL ELEKTROMEDIZINISCHE GERAETE GMBH,Manufacturer report,Unknown,Y,20140711,20140612,20140723,20140716,3,
459,1,INSULIN PUMP CARTRIDGE,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20131223,NA,20140109,20131223,2,880.5725
460,1,DISPOSABLE SURGICAL ACCESS DEVICE,Malfunction,,COVIDIEN,Manufacturer report,"Gastroenterology, Urology",N,20140319,20140319,20140408,20140319,2,876.1500
461,1,HIP INSTRUMENT/TRIAL,Malfunction,,"1818910 DEPUY ORTHOPAEDICS, INC.",Manufacturer report,Orthopedic,N,20140314,20131106,20140226,20140204,1,888.4540
462,1,,Malfunction,OTHER,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20071004,20020308,20071031,20071004,3,
463,1,IMPLANTABLE LEAD,Malfunction,HOSPITAL,CARDIAC PACEMAKERS,Manufacturer report,Unknown,Y,20050421,20050421,20050810,20050421,3,
464,1,INFUSION PUMP,Malfunction,,MINIMED INC,Manufacturer report,General Hospital,N,20031118,20031113,20040324,20040226,2,880.5725
465,1,LEFT VENTRICULAR ASSIST DEVICE,Malfunction,I,THORATEC CORPORATION,Manufacturer report,Unknown,N,20151020,20150131,20150422,20150324,3,
466,1,"PUMP, INFUSION",Malfunction,I,CAREFUSION,Manufacturer report,General Hospital,N,20151228,20151215,20160114,20151221,2,880.5725
467,1,INFUSION PUMP,Malfunction,,ALARIS,Manufacturer report,General Hospital,N,19990104,19981007,19990203,NA,2,880.5725
468,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20091124,20091124,20091211,20091211,2,862.1345
469,1,TOPICAL HEMOSTAT,Injury,,VASCULAR SOLUTIONS,Manufacturer report,Unknown,Y,20120613,20120613,20120711,20120713,U,
470,1,BLOOD GLUCOSE MONITORING,Malfunction,,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20060313,20060312,20060330,20060313,2,862.1345
471,1,LIGACLIP ENDO ROTATING MCA,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20021219,20021129,20030113,20021219,1,878.4800
472,1,INTRAOCULAR LENS,Other,,"ALCON LABORATORIES, INC",Manufacturer report,Ophthalmic,Y,20030227,NA,20030328,20030227,3,886.3600
473,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20020113,NA,20020207,20020113,2,862.1345
474,1,FRN,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,General Hospital,N,20120818,20120817,20120828,20120818,2,880.5725
475,1,"STAPLE, IMPLANTABLE",Malfunction,,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20150211,20141230,20150115,20150110,2,878.4750
476,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,HOSPITAL,CARDIAC PACEMAKERS,Manufacturer report,Unknown,N,20070206,20070206,20070510,20070206,3,
477,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150903,NA,20150924,20150903,2,880.5725
478,1,"STENT, CORONARY, DRUG-ELUTING",Injury,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,Y,20130408,20121016,20121219,20121130,3,
479,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20130910,20130720,20131002,20130910,2,876.5630
480,1,MIC PULL PEG KIT,Injury,HOSPITAL,BALLARD MEDICAL PRODUCTS,User Facility report,"Gastroenterology, Urology",N,NA,20021011,20021101,20021028,2,876.5980
481,1,SPINAL CORD STIMULATOR,Malfunction,I,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20150821,20150303,20150513,20150424,3,
482,1,ENDOSCOPIC MULTIPLE CLIP APPLIER,Injury,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20040614,20040518,20040629,20040614,1,878.4800
483,1,CAPSULE POLISHER,Malfunction,OUTPATIENT TREATMENT FACILITY,STORZ INSTRUMENT CO.,Manufacturer report,Ophthalmic,Y,NA,19960911,19961015,19960916,1,886.4350
484,1,INFUSION PUMP,Malfunction,I,BAXTER,Manufacturer report,General Hospital,N,20150929,20150801,20151021,20150929,2,880.5725
485,1,STRETCHER,Injury,HOSPITAL,UNKNOWN,User Facility report,General Hospital,Y,NA,19930104,19930223,19930208,1,880.6785
486,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20120103,20120101,20120124,20120103,2,880.5725
487,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20150608,20150527,20150619,20150529,2,876.5630
488,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20141013,20141013,20141111,20141013,3,
489,1,TOTAL KNEE REPLACEMENT,Injury,HOSPITAL,"1818910 DEPUY ORTHOPAEDICS, INC.",Manufacturer report,Orthopedic,Y,20060424,20060424,20060518,20060424,2,888.3590
490,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20120511,20120501,20120525,20120511,2,880.5440
491,1,AAA STENT GRAFT,Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20020815,20020815,20020913,20020815,3,
492,1,SCS LEAD,Injury,I,ST JUDE MED - NEUROMODULATION,Manufacturer report,Neurology,Y,20150819,NA,20150915,20150819,2,882.5880
493,1,TRACHEOSTOMY TUBE,Injury,,COVIDIEN,Manufacturer report,Anesthesiology,Y,20091224,20091201,20100122,20091224,2,868.5800
494,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,,Manufacturer report,Clinical Chemistry,N,20120821,20120821,20120912,20120504,2,862.1345
495,1,PATELLAR IMPLANT,Injury,HOSPITAL,ZIMMER,Distributor report,Orthopedic,Y,NA,19951016,19951027,19951024,2,888.3580
496,1,KNEE INSTRUMENT,Malfunction,,"1219655 DEPUY-RAYNHAM, A DIV. OF DEPUY ORTHOPAEDIC",Manufacturer report,Orthopedic,N,20130611,20130611,20140915,20130611,1,888.4540
497,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20130514,20130225,20130531,20130514,2,876.5630
498,1,"CATHETER, PERCUTANEOUS",Injury,,CONCENTRIC MEDICAL,Manufacturer report,Cardiovascular,Y,20120615,20110628,20120702,20120702,2,870.1250
499,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20111121,20110814,20110901,20110814,2,876.5630
500,1,"SUTURE, NONABSORBABLE",No answer provided,HOSPITAL,UNK,User Facility report,"General, Plastic Surgery",N,NA,20110120,20110222,20110222,2,878.5010
501,1,,Death,NO INFORMATION,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20150828,20080617,20150909,20150828,2,876.5820
502,1,EXTERNAL PULSE GENERATOR,Malfunction,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,N,20110803,NA,20111014,NA,3,870.3600
503,1,KII FIOX FIRST ENTRY 5 X 100MM OBTURATOR WITH Z-THREAD SLEEVE,Malfunction,NO INFORMATION,APPLIED MEDICAL,Voluntary report,"Gastroenterology, Urology",N,NA,20150924,20151104,20151104,2,876.1500
504,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,MPRI,Manufacturer report,Cardiovascular,Y,20150414,20150225,20150410,20150225,3,870.3680
505,1,HANDOSCOPY LAP DISC,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,"Gastroenterology, Urology",N,20050331,20050330,20050413,20050331,2,876.1500
506,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150814,NA,20150903,20150814,2,880.5725
507,1,INSULIN INFUSION PUMP,Malfunction,I,ROCHE DIABETES CARE AG,Manufacturer report,General Hospital,N,20151221,20151220,20160112,NA,2,880.5725
508,1,NONE,Injury,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20130731,20130601,20130807,20130731,2,876.5820
509,1,*,Injury,,MEDTRONIC,Manufacturer report,NA,,20020521,20020401,20020618,NA,NA,NA
510,1,,Malfunction,,REYNOSA MANUFACTURING,Manufacturer report,"Gastroenterology, Urology",N,20140704,20140704,20140801,20140704,2,876.5630
511,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20140602,NA,20140605,20140602,2,880.5725
512,1,LEFT VENTRICULAR ASSIST DEVICE,Death,I,THORATEC CORPORATION,Manufacturer report,Unknown,Y,20151018,20150408,20151116,20151018,3,
513,1,ANGIO-SEAL DEVICE,Injury,,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Unknown,Y,20100813,20100806,20100819,20100819,3,
514,1,VENTILATOR,Malfunction,I,"RESPIRONICS CALIFORNIA, INC",Manufacturer report,Anesthesiology,N,20150318,NA,20151130,20150318,2,868.5895
515,1,"STRETCHER, WHEELED",Malfunction,,STRYKER,Manufacturer report,General Hospital,N,20130220,20110910,20130315,20130220,2,880.6910
516,1,INTRAOCULAR LENS,Injury,,ALCON RESEARCH LTD/HUNTINGTON,Manufacturer report,Ophthalmic,Y,20140317,20130101,20140415,20140317,3,886.3600
517,1,"SET, ADMINISTRATION, FOR PERITONEAL DIALYSIS, DISPOSABLE",Injury,,BAXTER,Manufacturer report,"Gastroenterology, Urology",Y,20120203,20110101,20111020,20110929,2,876.5630
518,1,HIP ACETABULAR CUP,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20140120,20131209,20140128,20140120,3,888.3330
519,1,"MOTOR, SURGICAL INSTRUMENT, AC-POWERED - FOOT CONTROL",Malfunction,,DEPUY SYNTHES,Manufacturer report,"General, Plastic Surgery",N,20110919,NA,20130710,20110919,1,878.4820
520,1,"PROSTHESIS, HIP",Injury,,BIOMET ORTHOPEDICS,Manufacturer report,Orthopedic,Y,20141120,20100502,20140417,20141120,3,888.3330
521,1,,Malfunction,,"MEDELA, INC",Manufacturer report,Obstetrics/Gynecology,N,20120910,20120910,20121025,20120910,2,884.5160
522,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20100810,20100809,20100825,20100825,2,892.1650
523,1,INSULIN INFUSION PUMP,Malfunction,,,Manufacturer report,General Hospital,N,NA,NA,20101124,20101026,2,880.5725
524,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20110726,NA,20110815,20110726,2,862.1345
525,1,INSULIN INFUSION PUMP,Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20111222,20111222,20120111,20111222,3,
526,1,"AGENT, ABSORBABLE HEMOSTATIC, COLLAGEN BASED",Injury,,BAXTER,Manufacturer report,"General, Plastic Surgery",Y,20090817,NA,20090827,20090826,3,878.4490
527,1,80FRN,Malfunction,,COSTA RICA,Manufacturer report,General Hospital,N,20131212,20131211,20140108,20131212,2,880.5725
528,1,CORONARY STENT SYSTEM,Injury,UNKNOWN,GUIDANT,Manufacturer report,Unknown,Y,19980108,19980107,19980205,19980108,3,
529,1,"AORTIC VALVE, PROSTHESIS, PERCUTANEOUSLY DELIVERED",Injury,I,MEDTRONIC,Manufacturer report,Unknown,Y,20151211,20151211,20160104,20151211,3,
530,1,MSS - DISPOSABLE INJECTOR,Malfunction,,RAYNER INTRAOCULAR LENSES LTD.,Manufacturer report,Ophthalmic,N,20130613,NA,20130712,20130613,1,886.4300
531,1,DRUG-ELUTING STENT,Injury,,CORDIS DE MEXICO,Manufacturer report,Unknown,Y,20071216,20070320,20080111,20071216,3,
532,1,SCS LEAD,Injury,,ST JUDE MED - NEUROMODULATION,Manufacturer report,Neurology,Y,20150401,20140829,20141024,20150401,2,882.5880
533,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150408,NA,20150420,20150408,2,880.5725
534,1,,Injury,,SYNTHES GMBH,Manufacturer report,Orthopedic,Y,20140121,NA,20140121,20131022,3,888.3070
535,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20120611,20120128,20120401,20120305,2,876.5630
536,1,"CATHETERS, TRANSLUMINAL CORONARY ANGIOPLASTY, PERCUTANEOUS",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Cardiovascular,N,20110331,20110331,20110425,20110331,2,870.5100
537,1,FEMORAL HEAD,Injury,,"8010379 DEPUY INTL., LTD",Manufacturer report,Orthopedic,Y,20150615,20131209,20131226,20150615,2,888.3350
538,1,ASPARTATE AMINO TRANSFERASE (AST/SGOT) TEST SYSTEM,Malfunction,LABORATORY,ROCHE DIAGNOSTICS,Manufacturer report,"Gastroenterology, Urology",N,20110425,20110425,20110511,20110511,2,876.1500
539,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140408,NA,20140411,20140408,2,862.1345
540,1,IMPLANTED CARDIAC DEFIBRILLATOR,Injury,HOSPITAL,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,Y,20030623,20021113,20030630,20021113,3,
541,1,CLIP APPLIER,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",N,19990920,19990915,19991210,19990920,1,878.4800
542,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,HOSPITAL,GUIDANT,Manufacturer report,Unknown,Y,20090911,20090911,20091110,20091110,3,
543,1,THERMODILUTION CATHETER,Injury,HOSPITAL,ABBOTT LABORATORIES,Manufacturer report,Cardiovascular,Y,19961021,NA,19961122,19961119,2,870.1240
544,1,IMPLANT,Injury,,STRYKER,Manufacturer report,Orthopedic,Y,20010704,19920101,20010814,20010704,2,888.3580
545,1,"CCK, DQA",Malfunction,,ORIDION -RX,Manufacturer report,Anesthesiology,N,20140113,20131231,20140211,20140113,2,868.1400
546,1,,Injury,OTHER,MEDTRONIC,Manufacturer report,Unknown,Y,20110224,20100120,20110310,20110224,3,
547,1,VENTRICULAR ASSIST DEVICE,Death,HOSPITAL,THORATEC CORPORATION,Manufacturer report,Unknown,Y,20110413,20110408,20110505,20110413,3,
548,1,OXYGEN FLOW REGULATOR,Malfunction,HOSPITAL,"PRECISION MEDICAL, INC.",Voluntary report,Anesthesiology,N,NA,19951027,19951031,19951031,1,868.2340
549,1,NC MONORAIL PTCA CATHETER,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Cardiovascular,Y,20041207,20041207,20050104,20041207,2,870.5100
550,1,MATTRESS,Malfunction,,STRYKER,Manufacturer report,General Hospital,N,20120426,20120426,20120525,20120426,1,880.5150
551,1,CYSTOURETHROSCOPE,Malfunction,,CIRCON ACMI,Manufacturer report,"Gastroenterology, Urology",N,19980806,19980717,19980813,19980813,2,876.1500
552,1,PHYSIOLOGIC PATIENT MONITOR,Death,,GE HEALTHCARE,Manufacturer report,Cardiovascular,Y,20060811,20060811,20060831,20060831,2,870.2300
553,1,80FRN,Malfunction,,COSTA RICA,Manufacturer report,General Hospital,N,20140514,20140514,20140609,20140514,2,880.5725
554,1,"STENT, CORONARY, DRUG-ELUTING",Injury,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,Y,20140412,20131204,20140507,20140412,3,
555,1,CONTINUOUS VENTILATOR,Malfunction,I,COVIDIEN,Manufacturer report,Anesthesiology,N,20151222,NA,20151209,20151117,2,868.5895
556,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Cardiovascular,Y,20131024,20130918,20140109,NA,3,870.3680
557,1,SILICONE GEL IMPLANTS,No answer provided,UNKNOWN,DOW CORNING,Voluntary report,"General, Plastic Surgery",N,NA,20051028,20051129,20051128,3,878.3540
558,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140915,NA,20140923,20140915,2,862.1345
559,1,MESH,Injury,,UNKNOWN,Voluntary report,"General, Plastic Surgery",Y,NA,20131029,20140819,20140819,2,878.3300
560,1,ILIAC SELF EXPANDING STENT,No answer provided,,BOSTON SCIENTIFIC,Voluntary report,Unknown,N,NA,20120912,20121012,20121012,3,
561,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20151001,20151001,20151021,20151001,3,
562,1,LEAD,Malfunction,OTHER,CYBERONICS,Manufacturer report,Unknown,N,20130911,20120917,20131009,20130911,3,
563,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,ZOLL,Manufacturer report,Cardiovascular,N,20130117,20130117,20130204,20130117,3,870.5310
564,1,ASR TOTAL HIP REPLACEMENT,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20120808,NA,20120907,20120808,3,888.3330
565,1,CORONARY DILATATION CATHETER,Malfunction,UNKNOWN,GUIDANT,Manufacturer report,Cardiovascular,N,20010411,20010410,20010509,20010411,2,870.5100
566,1,*,Injury,,*,Manufacturer report,Unknown,,19961113,19961104,19970307,NA,U,
567,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20130326,NA,20130422,20130326,2,880.5725
568,1,,Malfunction,,BECKMAN COULTER,Manufacturer report,Clinical Chemistry,N,20070705,20070705,20111212,20070705,1,862.2160
569,1,INSULIN PUMP,Injury,,TANDEM DIABETES CARE,Manufacturer report,General Hospital,Y,20140727,20140726,20140826,20140727,2,880.5725
570,1,LATERAL BENDER,Malfunction,,MEDTRONIC,Manufacturer report,Orthopedic,N,20070118,20070118,20070214,20070118,1,888.4540
571,1,PERM IMPL PACER ELECTRODE,Injury,HOSPITAL,TELECTRONICS,Manufacturer report,Cardiovascular,Y,19970609,19970424,19970612,19970611,3,870.3680
572,1,"CATHETER, INTRAVASCULAR, DIAGNOSTIC",Malfunction,,"MERIT MEDICAL SYSTEMS, INC",Manufacturer report,Cardiovascular,N,20140807,20140807,20140905,20140807,2,870.1200
573,1,DISCONNECT CAP,Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20030603,20030602,20030707,20030603,2,876.5630
574,1,INFUSION PUMP,Injury,,MEDTRONIC,Manufacturer report,General Hospital,Y,20060126,20060126,20060206,20060126,2,880.5725
575,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20120730,20111012,20111102,20111012,2,876.5630
576,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20130812,20130812,20130830,20130830,2,892.1650
577,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Injury,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20141124,20141119,20141218,20141124,3,
578,1,CATHETER,Malfunction,UNKNOWN,*,Voluntary report,General Hospital,N,NA,20010905,20010913,20010913,2,880.5965
579,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20131206,20131101,20140103,20131206,2,880.5725
580,1,BTR - TRACHEAL TUBE,Malfunction,HOSPITAL,SMITHS MEDICAL,Manufacturer report,Anesthesiology,N,20121112,20121112,20121226,20121212,2,868.5800
581,1,,Injury,OTHER,MAQUET CARDIOVASCULAR,Manufacturer report,"General, Plastic Surgery",Y,20090615,20090615,20090701,20090615,2,878.4400
582,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20060813,20060810,20060929,20060926,2,892.1680
583,1,INTRAOCULAR LENS FOLDERS AND INJECTORS,Malfunction,,STAAR SURGICAL,Manufacturer report,Ophthalmic,N,20080620,20080325,20080710,20080620,1,886.4300
584,1,TRACHEOSTOMY TUBES,Injury,,COVIDIEN,Manufacturer report,Anesthesiology,Y,20150421,20150105,20150211,20150121,2,868.5800
585,1,LIGHTSOURCE,Malfunction,,STRYKER,Manufacturer report,"Gastroenterology, Urology",N,20101022,20101022,20101110,20101022,2,876.1500
586,1,GLUCOSE MONITORING SYS/KIT,Malfunction,OTHER,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20090326,NA,20090331,20090326,2,862.1345
587,1,SALINE MAMMARY,Other,UNKNOWN,BIOSIL LTD,Distributor report,"General, Plastic Surgery",Y,NA,20010205,20020206,20020205,3,878.3530
588,1,ASR TOTAL HIP REPLACEMENT,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20120905,20120705,20120925,20120905,3,888.3330
589,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,Y,20111109,NA,20120213,NA,3,870.3610
590,1,NUCLEAR MEDICINE EQUIPMENT,Malfunction,,ADAC LABORATORIES,Manufacturer report,Radiology,N,19980920,19980920,19990827,19980920,1,892.1100
591,1,MDS,Malfunction,I,DEXCOM INC,Manufacturer report,Unknown,N,20151212,20151117,20151208,20151117,3,
592,1,BATTERY,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20150604,NA,20150624,20150604,2,870.2700
593,1,INTRA-ARTICULAR HYALURONIC ACID,No answer provided,,GENZYME BIOSURGERY (RIDGEFIELD),Manufacturer report,Unknown,Y,20091102,20091013,20091106,20091027,3,
594,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20141013,20140918,20141016,20140918,3,
595,1,ANGIOGRAPHIC CATHETER SET,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",N,19990624,19990605,19990721,19990721,1,878.4200
596,1,IPP,Injury,NOT APPLICABLE,AMERICAN MEDICAL SYSTEMS,Manufacturer report,"Gastroenterology, Urology",Y,19970606,19970410,19970703,19970703,3,876.3350
597,1,890.3860,Injury,,INVACARE CORP.,Manufacturer report,Physical Medicine,Y,20030414,20020408,20030424,20030423,2,890.3860
598,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20150210,20141215,20150113,20141218,2,880.5725
